"industry","industry_count","field","field_count"
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +Human Resources / HR +",4
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +ICT / Computer +",3
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +ICT / Computer +Media / Advertising / Branding +",1
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +Law / Legal +",2
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +Media / Advertising / Branding +",4
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",6
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +Sales / Marketing +",4
"Education / Teaching / Information",2507,"Graduate Jobs / Internships +Security / Intelligence +",1
"Education / Teaching / Information",2507,"Hospitality / Hotel / Restaurant +",28
"Education / Teaching / Information",2507,"Hospitality / Hotel / Restaurant +Janitorial Services +",1
"Education / Teaching / Information",2507,"Human Resources / HR +",56
"Education / Teaching / Information",2507,"Human Resources / HR +Sales / Marketing +",1
"Education / Teaching / Information",2507,"ICT / Computer +",84
"Education / Teaching / Information",2507,"ICT / Computer + Medical / Health +",1
"Education / Teaching / Information",2507,"ICT / Computer +Media / Advertising / Branding +",3
"Education / Teaching / Information",2507,"ICT / Computer +Media / Advertising / Branding +Sales / Marketing +",1
"Education / Teaching / Information",2507,"ICT / Computer +Medical / Health +",1
"Education / Teaching / Information",2507,"ICT / Computer +Sales / Marketing +",1
"Education / Teaching / Information",2507,"Janitorial Services +",11
"Education / Teaching / Information",2507,"Janitorial Services +Logistics +",1
"Education / Teaching / Information",2507,"Law / Legal +",34
"Education / Teaching / Information",2507,"LocationNairobi",3
"Education / Teaching / Information",2507,"Logistics +",3
"Education / Teaching / Information",2507,"Logistics +Procurement / Store-keeping / Supply Chain +",1
"Education / Teaching / Information",2507,"Media / Advertising / Branding +",41
"Education / Teaching / Information",2507,"Media / Advertising / Branding +NGO/Non-Profit +",1
"Education / Teaching / Information",2507,"Media / Advertising / Branding +Sales / Marketing +",4
"Education / Teaching / Information",2507,"Medical / Health +",100
"Education / Teaching / Information",2507,"Medical / Health +NGO/Non-Profit +",2
"Education / Teaching / Information",2507,"Medical / Health +Project Management +",2
"Education / Teaching / Information",2507,"Medical / Health +Research / Data Analysis +",2
"Education / Teaching / Information",2507,"NGO/Non-Profit +",2
"Education / Teaching / Information",2507,"NGO/Non-Profit +Research / Data Analysis +",1
"Education / Teaching / Information",2507,"Pharmaceutical +",3
"Education / Teaching / Information",2507,"Procurement / Store-keeping / Supply Chain +",76
"Education / Teaching / Information",2507,"Project Management +",10
"Education / Teaching / Information",2507,"Project Management +Research / Data Analysis +",1
"Education / Teaching / Information",2507,"Real Estate +",6
"Education / Teaching / Information",2507,"Research / Data Analysis +",10
"Education / Teaching / Information",2507,"Safety and Environment / HSE +",2
"Education / Teaching / Information",2507,"Sales / Marketing +",77
"Education / Teaching / Information",2507,"Security / Intelligence +",35
"Education / Teaching / Information",2507,"Transportation and Driving +",56
"Education / Teaching / Information",2507,"Travels &amp; Tours +",2
"Government",4543,"Administration / Secretarial +",841
"Government",4543,"Administration / Secretarial + Engineering / Technical +",1
"Government",4543,"Administration / Secretarial + ICT / Computer +",1
"Government",4543,"Administration / Secretarial +Administration / Secretarial +Administration / Secretarial +",1
"Government",4543,"Administration / Secretarial +Agriculture/Agro-Allied +",13
"Government",4543,"Administration / Secretarial +Agriculture/Agro-Allied +Education / Teaching +Engineering / Technical +Finance / Accounting / Audit +ICT / Computer +Medical / Health +Real Estate +Transportation and Driving +Travels &amp; Tours +",1
"Government",4543,"Administration / Secretarial +Agriculture/Agro-Allied +Engineering / Technical +Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +Logistics +Media / Advertising / Branding +Medical / Health +Procurement / Store-keeping / Supply Chain +Project Management +",1
"Government",4543,"Administration / Secretarial +Art / Crafts / Languages +",1
"Government",4543,"Administration / Secretarial +Building and Construction +",3
"Government",4543,"Administration / Secretarial +Building and Construction +Engineering / Technical +",1
"Government",4543,"Administration / Secretarial +Building and Construction +Engineering / Technical +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +Media / Advertising / Branding +Research / Data Analysis +",1
"Government",4543,"Administration / Secretarial +Catering / Confectionery +Engineering / Technical +Finance / Accounting / Audit +Graduate Jobs / Internships +Hospitality / Hotel / Restaurant +Human Resources / HR +ICT / Computer +Law / Legal +Logistics +Media / Advertising / Branding +Medical / Health +Procurement / Store-keeping / Supply Chain +Project Management +Security / Intelligence +",1
"Government",4543,"Administration / Secretarial +Customer Care +",2
"Government",4543,"Administration / Secretarial +Education / Teaching +",9
"Government",4543,"Administration / Secretarial +Education / Teaching +Engineering / Technical +ICT / Computer +Law / Legal +",1
"Government",4543,"Administration / Secretarial +Education / Teaching +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +",1
"Government",4543,"Administration / Secretarial +Engineering / Technical +",15
"Government",4543,"Administration / Secretarial +Engineering / Technical +Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Logistics +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +Transportation and Driving +",1
"Government",4543,"Administration / Secretarial +Finance / Accounting / Audit +",21
"Government",4543,"Administration / Secretarial +Finance / Accounting / Audit +Graduate Jobs / Internships +Hospitality / Hotel / Restaurant +Human Resources / HR +ICT / Computer +Procurement / Store-keeping / Supply Chain +Project Management +Research / Data Analysis +Sales / Marketing +Security / Intelligence +",1
"Government",4543,"Administration / Secretarial +Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +Procurement / Store-keeping / Supply Chain +Project Management +Research / Data Analysis +Sales / Marketing +Security / Intelligence +",1
"Government",4543,"Administration / Secretarial +Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Administration / Secretarial +Finance / Accounting / Audit +Graduate Jobs / Internships +Law / Legal +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +Project Management +Research / Data Analysis +",1
"Government",4543,"Administration / Secretarial +General +",3
"Government",4543,"Administration / Secretarial +General +Human Resources / HR +",1
"Government",4543,"Administration / Secretarial +Graduate Jobs / Internships +",19
"Government",4543,"Administration / Secretarial +Graduate Jobs / Internships +Human Resources / HR +",3
"Government",4543,"Administration / Secretarial +Graduate Jobs / Internships +Human Resources / HR +Media / Advertising / Branding +Sales / Marketing +",1
"Government",4543,"Administration / Secretarial +Hospitality / Hotel / Restaurant +",1
"Government",4543,"Administration / Secretarial +Human Resources / HR +",31
"Government",4543,"Administration / Secretarial +ICT / Computer +",12
"Government",4543,"Administration / Secretarial +ICT / Computer +Project Management +Research / Data Analysis +",1
"Government",4543,"Administration / Secretarial +Janitorial Services +",1
"Government",4543,"Administration / Secretarial +Law / Legal +",15
"Government",4543,"Administration / Secretarial +Logistics +",1
"Government",4543,"Administration / Secretarial +Media / Advertising / Branding +",5
"Government",4543,"Administration / Secretarial +Medical / Health +",6
"Government",4543,"Administration / Secretarial +Medical / Health +Safety and Environment / HSE +",1
"Government",4543,"Administration / Secretarial +NGO/Non-Profit +",3
"Government",4543,"Administration / Secretarial +Procurement / Store-keeping / Supply Chain +",3
"Government",4543,"Administration / Secretarial +Project Management +",10
"Government",4543,"Administration / Secretarial +Real Estate +",1
"Government",4543,"Administration / Secretarial +Research / Data Analysis +",3
"Government",4543,"Administration / Secretarial +Safety and Environment / HSE +",6
"Government",4543,"Administration / Secretarial +Sales / Marketing +",3
"Government",4543,"Administration / Secretarial +Security / Intelligence +",1
"Government",4543,"Administration / Secretarial +Transportation and Driving +",1
"Government",4543,"Administration / Secretarial +Travels &amp; Tours +",4
"Government",4543,"Agriculture/Agro-Allied +",102
"Government",4543,"Agriculture/Agro-Allied +Building and Construction +Graduate Jobs / Internships +Law / Legal +",1
"Government",4543,"Agriculture/Agro-Allied +Catering / Confectionery +Engineering / Technical +Graduate Jobs / Internships +Medical / Health +",1
"Government",4543,"Agriculture/Agro-Allied +Education / Teaching +",1
"Government",4543,"Agriculture/Agro-Allied +Engineering / Technical +Graduate Jobs / Internships +",2
"Government",4543,"Agriculture/Agro-Allied +Finance / Accounting / Audit +Human Resources / HR +",1
"Government",4543,"Agriculture/Agro-Allied +General +",1
"Government",4543,"Agriculture/Agro-Allied +Graduate Jobs / Internships +",9
"Government",4543,"Agriculture/Agro-Allied +Graduate Jobs / Internships +Janitorial Services +",1
"Government",4543,"Agriculture/Agro-Allied +Human Resources / HR +Sales / Marketing +",1
"Government",4543,"Agriculture/Agro-Allied +NGO/Non-Profit +Project Management +",1
"Government",4543,"Agriculture/Agro-Allied +Research / Data Analysis +",5
"Government",4543,"Art / Crafts / Languages +",14
"Government",4543,"Art / Crafts / Languages +Education / Teaching +",3
"Government",4543,"Aviation / Airline +",9
"Government",4543,"Aviation / Airline +Engineering / Technical +",1
"Government",4543,"Banking +",4
"Government",4543,"Building and Construction +",57
"Government",4543,"Building and Construction + Engineering / Technical +",1
"Government",4543,"Building and Construction +Education / Teaching +",2
"Government",4543,"Building and Construction +Engineering / Technical +",14
"Government",4543,"Building and Construction +Engineering / Technical +Graduate Jobs / Internships +",1
"Government",4543,"Building and Construction +Engineering / Technical +Graduate Jobs / Internships +Real Estate +",1
"Government",4543,"Building and Construction +Engineering / Technical +Real Estate +",2
"Government",4543,"Building and Construction +Graduate Jobs / Internships +",7
"Government",4543,"Building and Construction +Graduate Jobs / Internships +Law / Legal +",1
"Government",4543,"Building and Construction +Graduate Jobs / Internships +Real Estate +",1
"Government",4543,"Catering / Confectionery +",14
"Government",4543,"Consultancy +",24
"Government",4543,"Consultancy +Education / Teaching +",1
"Government",4543,"Consultancy +Project Management +",1
"Government",4543,"Customer Care +",37
"Government",4543,"Customer Care +Graduate Jobs / Internships +",4
"Government",4543,"Customer Care +Graduate Jobs / Internships +Sales / Marketing +",1
"Government",4543,"Customer Care +ICT / Computer +",1
"Government",4543,"Customer Care +Media / Advertising / Branding +",1
"Government",4543,"Customer Care +Sales / Marketing +",1
"Government",4543,"Education / Teaching +",123
"Government",4543,"Education / Teaching +Engineering / Technical +",10
"Government",4543,"Education / Teaching +Graduate Jobs / Internships +",2
"Government",4543,"Education / Teaching +Graduate Jobs / Internships +Law / Legal +Media / Advertising / Branding +",1
"Government",4543,"Education / Teaching +Human Resources / HR +Law / Legal +",1
"Government",4543,"Education / Teaching +ICT / Computer +",3
"Government",4543,"Education / Teaching +Medical / Health +",3
"Government",4543,"Education / Teaching +NGO/Non-Profit +",1
"Government",4543,"Education / Teaching +Pharmaceutical +",1
"Government",4543,"Education / Teaching +Research / Data Analysis +",1
"Government",4543,"Engineering / Technical +",331
"Government",4543,"Engineering / Technical + Graduate Jobs / Internships +",1
"Government",4543,"Engineering / Technical +Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +Medical / Health +Procurement / Store-keeping / Supply Chain +Project Management +Safety and Environment / HSE +",1
"Government",4543,"Engineering / Technical +Graduate Jobs / Internships +",19
"Government",4543,"Engineering / Technical +Graduate Jobs / Internships +ICT / Computer +",1
"Government",4543,"Engineering / Technical +Graduate Jobs / Internships +Research / Data Analysis +",1
"Government",4543,"Engineering / Technical +ICT / Computer +",5
"Government",4543,"Engineering / Technical +Logistics +",2
"Government",4543,"Engineering / Technical +Medical / Health +",1
"Government",4543,"Engineering / Technical +Oil and Gas / Energy +Project Management +",1
"Government",4543,"Engineering / Technical +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Engineering / Technical +Project Management +",2
"Government",4543,"Finance / Accounting / Audit +",432
"Government",4543,"Finance / Accounting / Audit + Research / Data Analysis +",1
"Government",4543,"Finance / Accounting / Audit +Administration / Secretarial +Agriculture/Agro-Allied +Building and Construction +Engineering / Technical +Human Resources / HR +Medical / Health +Pharmaceutical +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +",33
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Law / Legal +Media / Advertising / Branding +Sales / Marketing +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +ICT / Computer +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +Sales / Marketing +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +Law / Legal +Procurement / Store-keeping / Supply Chain +Research / Data Analysis +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +ICT / Computer +Law / Legal +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +Law / Legal +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Finance / Accounting / Audit +Graduate Jobs / Internships +Law / Legal +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +Research / Data Analysis +",1
"Government",4543,"Finance / Accounting / Audit +ICT / Computer +",3
"Government",4543,"Finance / Accounting / Audit +Law / Legal +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Finance / Accounting / Audit +Procurement / Store-keeping / Supply Chain +",1
"Government",4543,"Finance / Accounting / Audit +Project Management +",1
"Government",4543,"Finance / Accounting / Audit +Research / Data Analysis +",1
"Government",4543,"Finance / Accounting / Audit +Sales / Marketing +",1
"Government",4543,"General +",63
"Government",4543,"General +ICT / Computer +",1
"Government",4543,"General +Law / Legal +",3
"Government",4543,"General +Project Management +",1
"Government",4543,"Graduate Jobs / Internships +",85
"Government",4543,"Graduate Jobs / Internships + Law / Legal +",1
"Government",4543,"Graduate Jobs / Internships + Real Estate +",1
"Government",4543,"Graduate Jobs / Internships +Human Resources / HR +",24
"Government",4543,"Graduate Jobs / Internships +ICT / Computer +",29
"Government",4543,"Graduate Jobs / Internships +ICT / Computer +Research / Data Analysis +",1
"Government",4543,"Graduate Jobs / Internships +Law / Legal +",16
"Government",4543,"Graduate Jobs / Internships +Media / Advertising / Branding +",14
"Government",4543,"Graduate Jobs / Internships +Medical / Health +",4
"Government",4543,"Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",21
"Government",4543,"Graduate Jobs / Internships +Project Management +",5
"Government",4543,"Graduate Jobs / Internships +Real Estate +",1
"Government",4543,"Graduate Jobs / Internships +Research / Data Analysis +",7
"Government",4543,"Graduate Jobs / Internships +Sales / Marketing +",4
"Government",4543,"Graduate Jobs / Internships +Transportation and Driving +",1
"Government",4543,"Graduate Jobs / Internships +Travels &amp; Tours +",2
"Government",4543,"Hospitality / Hotel / Restaurant +",15
"Government",4543,"Human Resources / HR +",155
"Government",4543,"Human Resources / HR +Human Resources / HR +",1
"Government",4543,"ICT / Computer +",225
"Government",4543,"ICT / Computer + Medical / Health +",1
"Government",4543,"ICT / Computer +Media / Advertising / Branding +",1
"Government",4543,"ICT / Computer +Medical / Health +",1
"Government",4543,"ICT / Computer +NGO/Non-Profit +",1
"Government",4543,"ICT / Computer +Project Management +",1
"Government",4543,"Insurance +",5
"Government",4543,"Janitorial Services +",24
"Government",4543,"Law / Legal +",183
"Government",4543,"Law / Legal +Research / Data Analysis +",2
"Government",4543,"LocationKilifi",1
"Government",4543,"LocationNairobi",5
"Government",4543,"Logistics +",15
"Government",4543,"Logistics +Procurement / Store-keeping / Supply Chain +",2
"Government",4543,"Logistics +Security / Intelligence +",1
"Government",4543,"Manufacturing +",12
"Government",4543,"Media / Advertising / Branding +",109
"Government",4543,"Media / Advertising / Branding +Project Management +",1
"Government",4543,"Medical / Health +",469
"Government",4543,"Medical / Health +Administration / Secretarial +",1
"Government",4543,"Medical / Health +Oil and Gas / Energy +",3
"Government",4543,"Medical / Health +Pharmaceutical +",2
"Government",4543,"Medical / Health +Research / Data Analysis +",2
"Government",4543,"MyJobMag +",1
"Government",4543,"NGO/Non-Profit +",9
"Government",4543,"NGO/Non-Profit +Project Management +",2
"Government",4543,"NGO/Non-Profit +Research / Data Analysis +",3
"Government",4543,"Oil and Gas / Energy +",5
"Government",4543,"Pharmaceutical +",36
"Government",4543,"Pharmaceutical +Oil and Gas / Energy +",1
"Government",4543,"Procurement / Store-keeping / Supply Chain +",184
"Government",4543,"Project Management +",35
"Government",4543,"Project Management +Project Management +Project Management +",1
"Government",4543,"Project Management +Research / Data Analysis +",2
"Government",4543,"Real Estate +",13
"Government",4543,"Real Estate +Sales / Marketing +",1
"Government",4543,"Research / Data Analysis +",58
"Government",4543,"Research / Data Analysis +Security / Intelligence +",1
"Government",4543,"Safety and Environment / HSE +",16
"Government",4543,"Sales / Marketing +",50
"Government",4543,"Security / Intelligence +",71
"Government",4543,"Transportation and Driving +",87
"Government",4543,"Transportation and Driving +Transportation and Driving +",1
"Government",4543,"Travels &amp; Tours +",7
"Healthcare / Medical",1427,"Administration / Secretarial +",109
"Healthcare / Medical",1427,"Administration / Secretarial +Customer Care +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Customer Care +Medical / Health +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Education / Teaching +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Finance / Accounting / Audit +",2
"Healthcare / Medical",1427,"Administration / Secretarial +Finance / Accounting / Audit +Human Resources / HR +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Finance / Accounting / Audit +Human Resources / HR +Law / Legal +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Finance / Accounting / Audit +ICT / Computer +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Finance / Accounting / Audit +Medical / Health +",1
"Healthcare / Medical",1427,"Administration / Secretarial +General +Human Resources / HR +Medical / Health +NGO/Non-Profit +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Hospitality / Hotel / Restaurant +",2
"Healthcare / Medical",1427,"Administration / Secretarial +Human Resources / HR +",1
"Healthcare / Medical",1427,"Administration / Secretarial +ICT / Computer +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Law / Legal +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Media / Advertising / Branding +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Medical / Health +",9
"Healthcare / Medical",1427,"Administration / Secretarial +NGO/Non-Profit +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Safety and Environment / HSE +",1
"Healthcare / Medical",1427,"Administration / Secretarial +Sales / Marketing +",5
"Healthcare / Medical",1427,"Agriculture/Agro-Allied +",2
"Healthcare / Medical",1427,"Agriculture/Agro-Allied +Project Management +",1
"Healthcare / Medical",1427,"Art / Crafts / Languages +",1
"Healthcare / Medical",1427,"Art / Crafts / Languages +Building and Construction +",1
"Healthcare / Medical",1427,"Building and Construction +",7
"Healthcare / Medical",1427,"Catering / Confectionery +",15
"Healthcare / Medical",1427,"Catering / Confectionery +Customer Care + Finance / Accounting / Audit +Hospitality / Hotel / Restaurant +",1
"Healthcare / Medical",1427,"Catering / Confectionery +Hospitality / Hotel / Restaurant +",1
"Healthcare / Medical",1427,"Consultancy +",6
"Healthcare / Medical",1427,"Consultancy +Education / Teaching +",1
"Healthcare / Medical",1427,"Consultancy +Medical / Health +",5
"Healthcare / Medical",1427,"Customer Care +",29
"Healthcare / Medical",1427,"Customer Care + Sales / Marketing +",1
"Healthcare / Medical",1427,"Customer Care +Finance / Accounting / Audit +",1
"Healthcare / Medical",1427,"Customer Care +Hospitality / Hotel / Restaurant +",1
"Healthcare / Medical",1427,"Customer Care +Hospitality / Hotel / Restaurant +Human Resources / HR +",1
"Healthcare / Medical",1427,"Customer Care +Janitorial Services +Procurement / Store-keeping / Supply Chain +",1
"Healthcare / Medical",1427,"Customer Care +Media / Advertising / Branding +",1
"Healthcare / Medical",1427,"Customer Care +NGO/Non-Profit +",1
"Healthcare / Medical",1427,"Customer Care +Sales / Marketing +",1
"Healthcare / Medical",1427,"Education / Teaching +",12
"Healthcare / Medical",1427,"Education / Teaching +Medical / Health +",2
"Healthcare / Medical",1427,"Engineering / Technical +",38
"Healthcare / Medical",1427,"Engineering / Technical +ICT / Computer +",2
"Healthcare / Medical",1427,"Engineering / Technical +Medical / Health +",3
"Healthcare / Medical",1427,"Engineering / Technical +Sales / Marketing +",1
"Healthcare / Medical",1427,"Finance / Accounting / Audit +",101
"Healthcare / Medical",1427,"Finance / Accounting / Audit +Graduate Jobs / Internships +",1
"Healthcare / Medical",1427,"Finance / Accounting / Audit +Medical / Health +",1
"Healthcare / Medical",1427,"General +",4
"Healthcare / Medical",1427,"Graduate Jobs / Internships +",7
"Healthcare / Medical",1427,"Graduate Jobs / Internships + Procurement / Store-keeping / Supply Chain +",1
"Healthcare / Medical",1427,"Graduate Jobs / Internships +Human Resources / HR +",1
"Healthcare / Medical",1427,"Graduate Jobs / Internships +ICT / Computer +",2
"Healthcare / Medical",1427,"Graduate Jobs / Internships +Medical / Health +",7
"Healthcare / Medical",1427,"Graduate Jobs / Internships +Pharmaceutical +",1
"Healthcare / Medical",1427,"Graduate Jobs / Internships +Sales / Marketing +",4
"Healthcare / Medical",1427,"Hospitality / Hotel / Restaurant +",16
"Healthcare / Medical",1427,"Hospitality / Hotel / Restaurant +Medical / Health +",1
"Healthcare / Medical",1427,"Human Resources / HR +",39
"Healthcare / Medical",1427,"Human Resources / HR +Medical / Health +",1
"Healthcare / Medical",1427,"Human Resources / HR +Sales / Marketing +",1
"Healthcare / Medical",1427,"ICT / Computer +",53
"Healthcare / Medical",1427,"ICT / Computer +Media / Advertising / Branding +",1
"Healthcare / Medical",1427,"ICT / Computer +Medical / Health +",2
"Healthcare / Medical",1427,"ICT / Computer +Sales / Marketing +",1
"Healthcare / Medical",1427,"Insurance +",1
"Healthcare / Medical",1427,"Janitorial Services +",8
"Healthcare / Medical",1427,"Law / Legal +",8
"Healthcare / Medical",1427,"Logistics +",8
"Healthcare / Medical",1427,"Logistics +Transportation and Driving +",1
"Healthcare / Medical",1427,"Manufacturing +",1
"Healthcare / Medical",1427,"Media / Advertising / Branding +",19
"Healthcare / Medical",1427,"Medical / Health +",586
"Healthcare / Medical",1427,"Medical / Health +NGO/Non-Profit +",4
"Healthcare / Medical",1427,"Medical / Health +Pharmaceutical +",2
"Healthcare / Medical",1427,"Medical / Health +Pharmaceutical +Sales / Marketing +",1
"Healthcare / Medical",1427,"Medical / Health +Project Management +",1
"Healthcare / Medical",1427,"Medical / Health +Research / Data Analysis +",2
"Healthcare / Medical",1427,"Medical / Health +Sales / Marketing +",3
"Healthcare / Medical",1427,"NGO/Non-Profit +",5
"Healthcare / Medical",1427,"NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",1
"Healthcare / Medical",1427,"Pharmaceutical +",69
"Healthcare / Medical",1427,"Pharmaceutical +Procurement / Store-keeping / Supply Chain +",2
"Healthcare / Medical",1427,"Procurement / Store-keeping / Supply Chain +",35
"Healthcare / Medical",1427,"Project Management +",11
"Healthcare / Medical",1427,"Project Management +Sales / Marketing +",1
"Healthcare / Medical",1427,"Real Estate +",1
"Healthcare / Medical",1427,"Research / Data Analysis +",3
"Healthcare / Medical",1427,"Safety and Environment / HSE +",6
"Healthcare / Medical",1427,"Sales / Marketing +",85
"Healthcare / Medical",1427,"Security / Intelligence +",11
"Healthcare / Medical",1427,"Transportation and Driving +",7
"Hospitality",802,"Administration / Secretarial +",38
"Hospitality",802,"Administration / Secretarial + Customer Care +",1
"Hospitality",802,"Administration / Secretarial + Customer Care +Hospitality / Hotel / Restaurant +",1
"Hospitality",802,"Administration / Secretarial + Hospitality / Hotel / Restaurant +",1
"Hospitality",802,"Administration / Secretarial +Customer Care +",3
"Hospitality",802,"Administration / Secretarial +Customer Care +Hospitality / Hotel / Restaurant +",3
"Hospitality",802,"Administration / Secretarial +Education / Teaching +",1
"Hospitality",802,"Administration / Secretarial +Finance / Accounting / Audit +",4
"Hospitality",802,"Administration / Secretarial +General +Hospitality / Hotel / Restaurant +Human Resources / HR +",1
"Hospitality",802,"Administration / Secretarial +Graduate Jobs / Internships +",3
"Hospitality",802,"Administration / Secretarial +Graduate Jobs / Internships +Sales / Marketing +",1
"Hospitality",802,"Administration / Secretarial +Hospitality / Hotel / Restaurant +",14
"Hospitality",802,"Administration / Secretarial +Hospitality / Hotel / Restaurant +Sales / Marketing +",1
"Hospitality",802,"Administration / Secretarial +Human Resources / HR +",2
"Hospitality",802,"Administration / Secretarial +Procurement / Store-keeping / Supply Chain +",1
"Hospitality",802,"Administration / Secretarial +Sales / Marketing +",3
"Hospitality",802,"Agriculture/Agro-Allied +",1
"Hospitality",802,"Art / Crafts / Languages +",4
"Hospitality",802,"Building and Construction +",5
"Hospitality",802,"Catering / Confectionery +",76
"Hospitality",802,"Catering / Confectionery +Graduate Jobs / Internships +",2
"Hospitality",802,"Catering / Confectionery +Hospitality / Hotel / Restaurant +",12
"Hospitality",802,"Consultancy +",1
"Hospitality",802,"Consultancy +Travels &amp; Tours +",1
"Hospitality",802,"Customer Care +",37
"Hospitality",802,"Customer Care +Hospitality / Hotel / Restaurant +",17
"Hospitality",802,"Customer Care +Hospitality / Hotel / Restaurant +Sales / Marketing +",1
"Hospitality",802,"Customer Care +Sales / Marketing +",6
"Hospitality",802,"Education / Teaching +",2
"Hospitality",802,"Engineering / Technical +",31
"Hospitality",802,"Engineering / Technical +Graduate Jobs / Internships +",1
"Hospitality",802,"Engineering / Technical +Hospitality / Hotel / Restaurant +",1
"Hospitality",802,"Engineering / Technical +ICT / Computer +",1
"Hospitality",802,"Finance / Accounting / Audit +",61
"Hospitality",802,"Finance / Accounting / Audit + Graduate Jobs / Internships +",1
"Hospitality",802,"Finance / Accounting / Audit + Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",1
"Hospitality",802,"Finance / Accounting / Audit +Graduate Jobs / Internships +",2
"Hospitality",802,"Finance / Accounting / Audit +Hospitality / Hotel / Restaurant +",1
"Hospitality",802,"General +",2
"Hospitality",802,"Graduate Jobs / Internships +",8
"Hospitality",802,"Graduate Jobs / Internships +Hospitality / Hotel / Restaurant +",5
"Hospitality",802,"Graduate Jobs / Internships +Human Resources / HR +",3
"Hospitality",802,"Graduate Jobs / Internships +Law / Legal +",1
"Hospitality",802,"Graduate Jobs / Internships +Sales / Marketing +",1
"Hospitality",802,"Hospitality / Hotel / Restaurant +",233
"Hospitality",802,"Hospitality / Hotel / Restaurant +Human Resources / HR +",2
"Hospitality",802,"Hospitality / Hotel / Restaurant +Human Resources / HR +Sales / Marketing +",1
"Hospitality",802,"Hospitality / Hotel / Restaurant +Sales / Marketing +",4
"Hospitality",802,"Hospitality / Hotel / Restaurant +Security / Intelligence +",1
"Hospitality",802,"Human Resources / HR +",16
"Hospitality",802,"Human Resources / HR +Graduate Jobs / Internships +",1
"Hospitality",802,"ICT / Computer +",7
"Hospitality",802,"ICT / Computer +Media / Advertising / Branding +Sales / Marketing +",1
"Hospitality",802,"ICT / Computer +Sales / Marketing +",1
"Hospitality",802,"Janitorial Services +",15
"Hospitality",802,"LocationNairobi",4
"Hospitality",802,"Manufacturing +",3
"Hospitality",802,"Media / Advertising / Branding +",8
"Hospitality",802,"Media / Advertising / Branding +Sales / Marketing +",1
"Hospitality",802,"Medical / Health +",18
"Hospitality",802,"Pharmaceutical +",1
"Hospitality",802,"Procurement / Store-keeping / Supply Chain +",18
"Hospitality",802,"Project Management +",1
"Hospitality",802,"Real Estate +",3
"Hospitality",802,"Research / Data Analysis +",1
"Hospitality",802,"Safety and Environment / HSE +",3
"Hospitality",802,"Sales / Marketing +",55
"Hospitality",802,"Security / Intelligence +",20
