"industry","industry_count","field","field_count"
"Hospitality",802,"Transportation and Driving +",9
"Hospitality",802,"Travels &amp; Tours +",4
"ICT / Telecommunication",2903,"Administration / Secretarial +",189
"ICT / Telecommunication",2903,"Administration / Secretarial + Human Resources / HR +",1
"ICT / Telecommunication",2903,"Administration / Secretarial + Media / Advertising / Branding +",1
"ICT / Telecommunication",2903,"Administration / Secretarial + Sales / Marketing +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Administration / Secretarial +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Consultancy +",2
"ICT / Telecommunication",2903,"Administration / Secretarial +Customer Care +",4
"ICT / Telecommunication",2903,"Administration / Secretarial +Engineering / Technical +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Engineering / Technical +Graduate Jobs / Internships +ICT / Computer +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Finance / Accounting / Audit +",8
"ICT / Telecommunication",2903,"Administration / Secretarial +General +",3
"ICT / Telecommunication",2903,"Administration / Secretarial +Graduate Jobs / Internships +",3
"ICT / Telecommunication",2903,"Administration / Secretarial +Human Resources / HR +",2
"ICT / Telecommunication",2903,"Administration / Secretarial +Human Resources / HR +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +ICT / Computer +",5
"ICT / Telecommunication",2903,"Administration / Secretarial +Law / Legal +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Logistics +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Medical / Health +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Project Management +",1
"ICT / Telecommunication",2903,"Administration / Secretarial +Sales / Marketing +",7
"ICT / Telecommunication",2903,"Administration / Secretarial +Transportation and Driving +",1
"ICT / Telecommunication",2903,"Agriculture/Agro-Allied +",2
"ICT / Telecommunication",2903,"Agriculture/Agro-Allied +Project Management +",2
"ICT / Telecommunication",2903,"Art / Crafts / Languages +",2
"ICT / Telecommunication",2903,"Aviation / Airline +",2
"ICT / Telecommunication",2903,"Banking +",5
"ICT / Telecommunication",2903,"Banking +Engineering / Technical +ICT / Computer +",1
"ICT / Telecommunication",2903,"Banking +ICT / Computer +",2
"ICT / Telecommunication",2903,"Banking +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Building and Construction +",6
"ICT / Telecommunication",2903,"Building and Construction +Engineering / Technical +",1
"ICT / Telecommunication",2903,"Building and Construction +Real Estate +",1
"ICT / Telecommunication",2903,"Catering / Confectionery +",7
"ICT / Telecommunication",2903,"Catering / Confectionery +Hospitality / Hotel / Restaurant +",1
"ICT / Telecommunication",2903,"Consultancy +",28
"ICT / Telecommunication",2903,"Consultancy +Education / Teaching +",1
"ICT / Telecommunication",2903,"Consultancy +Finance / Accounting / Audit +",2
"ICT / Telecommunication",2903,"Consultancy +Finance / Accounting / Audit +ICT / Computer +",1
"ICT / Telecommunication",2903,"Consultancy +Graduate Jobs / Internships +",2
"ICT / Telecommunication",2903,"Consultancy +ICT / Computer +",5
"ICT / Telecommunication",2903,"Consultancy +Sales / Marketing +",3
"ICT / Telecommunication",2903,"Customer Care +",80
"ICT / Telecommunication",2903,"Customer Care + Education / Teaching +Human Resources / HR +Law / Legal +Media / Advertising / Branding +",1
"ICT / Telecommunication",2903,"Customer Care + Sales / Marketing +",2
"ICT / Telecommunication",2903,"Customer Care +Engineering / Technical +ICT / Computer +",2
"ICT / Telecommunication",2903,"Customer Care +Graduate Jobs / Internships +",1
"ICT / Telecommunication",2903,"Customer Care +ICT / Computer +",9
"ICT / Telecommunication",2903,"Customer Care +ICT / Computer +Sales / Marketing +",2
"ICT / Telecommunication",2903,"Customer Care +Procurement / Store-keeping / Supply Chain +",1
"ICT / Telecommunication",2903,"Customer Care +Project Management +",2
"ICT / Telecommunication",2903,"Customer Care +Sales / Marketing +",22
"ICT / Telecommunication",2903,"Customer Care +Travels &amp; Tours +",1
"ICT / Telecommunication",2903,"Education / Teaching +",7
"ICT / Telecommunication",2903,"Education / Teaching + ICT / Computer +",1
"ICT / Telecommunication",2903,"Education / Teaching +Human Resources / HR +",3
"ICT / Telecommunication",2903,"Education / Teaching +ICT / Computer +",3
"ICT / Telecommunication",2903,"Education / Teaching +Media / Advertising / Branding +",2
"ICT / Telecommunication",2903,"Engineering / Technical +",136
"ICT / Telecommunication",2903,"Engineering / Technical + ICT / Computer +",3
"ICT / Telecommunication",2903,"Engineering / Technical +Graduate Jobs / Internships +",1
"ICT / Telecommunication",2903,"Engineering / Technical +Graduate Jobs / Internships +ICT / Computer +",3
"ICT / Telecommunication",2903,"Engineering / Technical +Human Resources / HR +",1
"ICT / Telecommunication",2903,"Engineering / Technical +ICT / Computer +",182
"ICT / Telecommunication",2903,"Engineering / Technical +ICT / Computer +Project Management +",2
"ICT / Telecommunication",2903,"Engineering / Technical +ICT / Computer +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Engineering / Technical +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Finance / Accounting / Audit +",138
"ICT / Telecommunication",2903,"Finance / Accounting / Audit +Graduate Jobs / Internships +",7
"ICT / Telecommunication",2903,"Finance / Accounting / Audit +ICT / Computer +",3
"ICT / Telecommunication",2903,"Finance / Accounting / Audit +Law / Legal +",1
"ICT / Telecommunication",2903,"Finance / Accounting / Audit +Sales / Marketing +",3
"ICT / Telecommunication",2903,"General +",14
"ICT / Telecommunication",2903,"General + Law / Legal +",1
"ICT / Telecommunication",2903,"General +ICT / Computer +",1
"ICT / Telecommunication",2903,"General +ICT / Computer +Sales / Marketing +",1
"ICT / Telecommunication",2903,"General +Sales / Marketing +",3
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +",32
"ICT / Telecommunication",2903,"Graduate Jobs / Internships + ICT / Computer +",3
"ICT / Telecommunication",2903,"Graduate Jobs / Internships + Media / Advertising / Branding +",1
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Customer Care +",1
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Human Resources / HR +",8
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +ICT / Computer +",51
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +ICT / Computer +Media / Advertising / Branding +",3
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +ICT / Computer +Media / Advertising / Branding +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +ICT / Computer +Sales / Marketing +",3
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Law / Legal +",3
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Media / Advertising / Branding +",9
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Media / Advertising / Branding +Sales / Marketing +",2
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",1
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Project Management +",2
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Sales / Marketing +",32
"ICT / Telecommunication",2903,"Graduate Jobs / Internships +Travels &amp; Tours +",2
"ICT / Telecommunication",2903,"Hospitality / Hotel / Restaurant +",5
"ICT / Telecommunication",2903,"Hospitality / Hotel / Restaurant +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Hospitality / Hotel / Restaurant +Travels &amp; Tours +",1
"ICT / Telecommunication",2903,"Human Resources / HR +",71
"ICT / Telecommunication",2903,"Human Resources / HR +ICT / Computer +",1
"ICT / Telecommunication",2903,"Human Resources / HR +Law / Legal +",1
"ICT / Telecommunication",2903,"Human Resources / HR +Project Management +",1
"ICT / Telecommunication",2903,"Human Resources / HR +Sales / Marketing +",2
"ICT / Telecommunication",2903,"ICT / Computer +",656
"ICT / Telecommunication",2903,"ICT / Computer + Sales / Marketing +",2
"ICT / Telecommunication",2903,"ICT / Computer +ICT / Computer +ICT / Computer +",1
"ICT / Telecommunication",2903,"ICT / Computer +Insurance +",1
"ICT / Telecommunication",2903,"ICT / Computer +Media / Advertising / Branding +",5
"ICT / Telecommunication",2903,"ICT / Computer +Media / Advertising / Branding +Sales / Marketing +",6
"ICT / Telecommunication",2903,"ICT / Computer +Medical / Health +",2
"ICT / Telecommunication",2903,"ICT / Computer +Medical / Health +Project Management +",1
"ICT / Telecommunication",2903,"ICT / Computer +Project Management +",16
"ICT / Telecommunication",2903,"ICT / Computer +Research / Data Analysis +",2
"ICT / Telecommunication",2903,"ICT / Computer +Sales / Marketing +",21
"ICT / Telecommunication",2903,"Insurance +Sales / Marketing +",2
"ICT / Telecommunication",2903,"Janitorial Services +",2
"ICT / Telecommunication",2903,"Law / Legal +",22
"ICT / Telecommunication",2903,"LocationNairobi",10
"ICT / Telecommunication",2903,"Logistics +",6
"ICT / Telecommunication",2903,"Logistics + Procurement / Store-keeping / Supply Chain +",1
"ICT / Telecommunication",2903,"Logistics +Procurement / Store-keeping / Supply Chain +",3
"ICT / Telecommunication",2903,"Logistics +Transportation and Driving +",2
"ICT / Telecommunication",2903,"Manufacturing +",3
"ICT / Telecommunication",2903,"Media / Advertising / Branding +",126
"ICT / Telecommunication",2903,"Media / Advertising / Branding +Sales / Marketing +",5
"ICT / Telecommunication",2903,"Medical / Health +",10
"ICT / Telecommunication",2903,"Medical / Health +NGO/Non-Profit +",1
"ICT / Telecommunication",2903,"Medical / Health +Sales / Marketing +",1
"ICT / Telecommunication",2903,"NGO/Non-Profit +",1
"ICT / Telecommunication",2903,"NGO/Non-Profit +Project Management +",1
"ICT / Telecommunication",2903,"NGO/Non-Profit +Research / Data Analysis +",1
"ICT / Telecommunication",2903,"Pharmaceutical +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Procurement / Store-keeping / Supply Chain +",34
"ICT / Telecommunication",2903,"Project Management +",74
"ICT / Telecommunication",2903,"Project Management + Sales / Marketing +",1
"ICT / Telecommunication",2903,"Project Management +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Real Estate +",2
"ICT / Telecommunication",2903,"Real Estate +Sales / Marketing +",1
"ICT / Telecommunication",2903,"Research / Data Analysis +",10
"ICT / Telecommunication",2903,"Safety and Environment / HSE +",4
"ICT / Telecommunication",2903,"Sales / Marketing +",630
"ICT / Telecommunication",2903,"Security / Intelligence +",7
"ICT / Telecommunication",2903,"Transportation and Driving +",15
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +",105
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Agriculture/Agro-Allied +Finance / Accounting / Audit +Graduate Jobs / Internships +Human Resources / HR +Media / Advertising / Branding +Procurement / Store-keeping / Supply Chain +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Building and Construction +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Customer Care +",4
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Engineering / Technical +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Engineering / Technical +Finance / Accounting / Audit +ICT / Computer +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Engineering / Technical +Manufacturing +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Finance / Accounting / Audit +",7
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Finance / Accounting / Audit +Human Resources / HR +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Graduate Jobs / Internships +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Human Resources / HR +",8
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +ICT / Computer +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Logistics +",2
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Logistics +Manufacturing +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Manufacturing +",4
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Sales / Marketing +",6
"Manufacturing / Production / FMCG",1616,"Administration / Secretarial +Security / Intelligence +",1
"Manufacturing / Production / FMCG",1616,"Agriculture/Agro-Allied +",19
"Manufacturing / Production / FMCG",1616,"Agriculture/Agro-Allied + Manufacturing +",1
"Manufacturing / Production / FMCG",1616,"Agriculture/Agro-Allied +Logistics +",1
"Manufacturing / Production / FMCG",1616,"Agriculture/Agro-Allied +Manufacturing +",4
"Manufacturing / Production / FMCG",1616,"Agriculture/Agro-Allied +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Art / Crafts / Languages +",11
"Manufacturing / Production / FMCG",1616,"Art / Crafts / Languages +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"Aviation / Airline +",1
"Manufacturing / Production / FMCG",1616,"Building and Construction +",2
"Manufacturing / Production / FMCG",1616,"Catering / Confectionery +",2
"Manufacturing / Production / FMCG",1616,"Consultancy +",4
"Manufacturing / Production / FMCG",1616,"Consultancy +Engineering / Technical +",1
"Manufacturing / Production / FMCG",1616,"Consultancy +ICT / Computer +",1
"Manufacturing / Production / FMCG",1616,"Customer Care +",37
"Manufacturing / Production / FMCG",1616,"Customer Care +Engineering / Technical +",2
"Manufacturing / Production / FMCG",1616,"Customer Care +Graduate Jobs / Internships +",2
"Manufacturing / Production / FMCG",1616,"Customer Care +Graduate Jobs / Internships +Sales / Marketing +",2
"Manufacturing / Production / FMCG",1616,"Customer Care +Procurement / Store-keeping / Supply Chain +",2
"Manufacturing / Production / FMCG",1616,"Customer Care +Safety and Environment / HSE +",1
"Manufacturing / Production / FMCG",1616,"Customer Care +Sales / Marketing +",11
"Manufacturing / Production / FMCG",1616,"Education / Teaching +",6
"Manufacturing / Production / FMCG",1616,"Education / Teaching +Human Resources / HR +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +",152
"Manufacturing / Production / FMCG",1616,"Engineering / Technical + Graduate Jobs / Internships +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical + Manufacturing +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Graduate Jobs / Internships +",6
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +ICT / Computer +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Logistics +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Manufacturing +",13
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Manufacturing +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Engineering / Technical +Sales / Marketing +",4
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +",176
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +Graduate Jobs / Internships +",6
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +Human Resources / HR +",2
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +Logistics +",1
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +Procurement / Store-keeping / Supply Chain +",2
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +Safety and Environment / HSE +",1
"Manufacturing / Production / FMCG",1616,"Finance / Accounting / Audit +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"General +",7
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +",19
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Human Resources / HR +",5
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +ICT / Computer +",4
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Manufacturing +",2
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Manufacturing +Procurement / Store-keeping / Supply Chain +",1
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Media / Advertising / Branding +",6
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Procurement / Store-keeping / Supply Chain +",6
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Safety and Environment / HSE +",1
"Manufacturing / Production / FMCG",1616,"Graduate Jobs / Internships +Sales / Marketing +",12
"Manufacturing / Production / FMCG",1616,"Human Resources / HR +",65
"Manufacturing / Production / FMCG",1616,"Human Resources / HR +Manufacturing +Project Management +",1
"Manufacturing / Production / FMCG",1616,"ICT / Computer +",38
"Manufacturing / Production / FMCG",1616,"ICT / Computer +Media / Advertising / Branding +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"ICT / Computer +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"Insurance +",1
"Manufacturing / Production / FMCG",1616,"Law / Legal +",16
"Manufacturing / Production / FMCG",1616,"LocationNairobi",6
"Manufacturing / Production / FMCG",1616,"Logistics +",18
"Manufacturing / Production / FMCG",1616,"Logistics +Procurement / Store-keeping / Supply Chain +",8
"Manufacturing / Production / FMCG",1616,"Logistics +Project Management +",1
"Manufacturing / Production / FMCG",1616,"Logistics +Sales / Marketing +",1
"Manufacturing / Production / FMCG",1616,"Logistics +Transportation and Driving +",1
"Manufacturing / Production / FMCG",1616,"Manufacturing +",115
"Manufacturing / Production / FMCG",1616,"Manufacturing +Agriculture/Agro-Allied +",1
"Manufacturing / Production / FMCG",1616,"Manufacturing +Media / Advertising / Branding +",3
"Manufacturing / Production / FMCG",1616,"Manufacturing +Procurement / Store-keeping / Supply Chain +",2
"Manufacturing / Production / FMCG",1616,"Manufacturing +Project Management +",1
"Manufacturing / Production / FMCG",1616,"Manufacturing +Safety and Environment / HSE +",3
"Manufacturing / Production / FMCG",1616,"Manufacturing +Sales / Marketing +",2
"Manufacturing / Production / FMCG",1616,"Media / Advertising / Branding +",42
"Manufacturing / Production / FMCG",1616,"Media / Advertising / Branding +Sales / Marketing +",2
"Manufacturing / Production / FMCG",1616,"Medical / Health +",7
"Manufacturing / Production / FMCG",1616,"NGO/Non-Profit +",1
"Manufacturing / Production / FMCG",1616,"Procurement / Store-keeping / Supply Chain +",99
"Manufacturing / Production / FMCG",1616,"Procurement / Store-keeping / Supply Chain +Project Management +",1
"Manufacturing / Production / FMCG",1616,"Procurement / Store-keeping / Supply Chain +Sales / Marketing +Transportation and Driving +",1
"Manufacturing / Production / FMCG",1616,"Project Management +",6
"Manufacturing / Production / FMCG",1616,"Real Estate +",1
"Manufacturing / Production / FMCG",1616,"Research / Data Analysis +",12
"Manufacturing / Production / FMCG",1616,"Research / Data Analysis +Sales / Marketing +",2
"Manufacturing / Production / FMCG",1616,"Safety and Environment / HSE +",15
"Manufacturing / Production / FMCG",1616,"Safety and Environment / HSE +Security / Intelligence +",1
"Manufacturing / Production / FMCG",1616,"Sales / Marketing +",401
"Manufacturing / Production / FMCG",1616,"Security / Intelligence +",17
"Manufacturing / Production / FMCG",1616,"Transportation and Driving +",9
"Media / Radio / TV",631,"Administration / Secretarial +",23
"Media / Radio / TV",631,"Administration / Secretarial + Customer Care +",1
"Media / Radio / TV",631,"Administration / Secretarial + Finance / Accounting / Audit +Human Resources / HR +ICT / Computer +Media / Advertising / Branding +Research / Data Analysis +Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial + Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial +Consultancy +Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial +Customer Care +",1
"Media / Radio / TV",631,"Administration / Secretarial +Finance / Accounting / Audit +",1
"Media / Radio / TV",631,"Administration / Secretarial +Graduate Jobs / Internships +",1
"Media / Radio / TV",631,"Administration / Secretarial +Human Resources / HR +",3
"Media / Radio / TV",631,"Administration / Secretarial +Human Resources / HR +Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial +Media / Advertising / Branding +",2
"Media / Radio / TV",631,"Administration / Secretarial +Media / Advertising / Branding +Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial +Project Management +Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial +Sales / Marketing +",1
"Media / Radio / TV",631,"Administration / Secretarial +Transportation and Driving +",1
"Media / Radio / TV",631,"Art / Crafts / Languages +",3
"Media / Radio / TV",631,"Art / Crafts / Languages +Media / Advertising / Branding +",1
"Media / Radio / TV",631,"Banking +",1
"Media / Radio / TV",631,"Building and Construction + Engineering / Technical +",1
"Media / Radio / TV",631,"Building and Construction +Engineering / Technical +",1
"Media / Radio / TV",631,"Catering / Confectionery +",1
"Media / Radio / TV",631,"Consultancy +",4
"Media / Radio / TV",631,"Consultancy + Engineering / Technical +",1
"Media / Radio / TV",631,"Consultancy +General +Sales / Marketing +",1
"Media / Radio / TV",631,"Customer Care +",11
"Media / Radio / TV",631,"Customer Care +Finance / Accounting / Audit +",1
"Media / Radio / TV",631,"Customer Care +Graduate Jobs / Internships +",2
"Media / Radio / TV",631,"Customer Care +Graduate Jobs / Internships +Sales / Marketing +",1
"Media / Radio / TV",631,"Customer Care +Human Resources / HR +",1
"Media / Radio / TV",631,"Customer Care +ICT / Computer +",1
"Media / Radio / TV",631,"Customer Care +Media / Advertising / Branding +",1
"Media / Radio / TV",631,"Engineering / Technical +",13
"Media / Radio / TV",631,"Engineering / Technical +ICT / Computer +",1
"Media / Radio / TV",631,"Engineering / Technical +Manufacturing +",1
"Media / Radio / TV",631,"Engineering / Technical +Media / Advertising / Branding +",1
"Media / Radio / TV",631,"Engineering / Technical +Project Management +",1
"Media / Radio / TV",631,"Finance / Accounting / Audit +",19
"Media / Radio / TV",631,"Finance / Accounting / Audit +Graduate Jobs / Internships +",1
"Media / Radio / TV",631,"General +",1
"Media / Radio / TV",631,"General +Media / Advertising / Branding +",1
"Media / Radio / TV",631,"Graduate Jobs / Internships +",3
"Media / Radio / TV",631,"Graduate Jobs / Internships +ICT / Computer +",6
"Media / Radio / TV",631,"Graduate Jobs / Internships +Media / Advertising / Branding +",18
"Media / Radio / TV",631,"Graduate Jobs / Internships +Safety and Environment / HSE +",1
"Media / Radio / TV",631,"Graduate Jobs / Internships +Sales / Marketing +",3
"Media / Radio / TV",631,"Human Resources / HR +",9
"Media / Radio / TV",631,"Human Resources / HR +Media / Advertising / Branding +",1
"Media / Radio / TV",631,"ICT / Computer +",34
"Media / Radio / TV",631,"ICT / Computer +Media / Advertising / Branding +",5
"Media / Radio / TV",631,"ICT / Computer +Sales / Marketing +",1
"Media / Radio / TV",631,"Janitorial Services +",1
"Media / Radio / TV",631,"Law / Legal +",5
"Media / Radio / TV",631,"LocationNairobi",2
"Media / Radio / TV",631,"Logistics +",1
"Media / Radio / TV",631,"Manufacturing +",1
"Media / Radio / TV",631,"Media / Advertising / Branding +",293
"Media / Radio / TV",631,"Media / Advertising / Branding +Medical / Health +",1
"Media / Radio / TV",631,"Media / Advertising / Branding +Medical / Health +NGO/Non-Profit +Research / Data Analysis +",1
"Media / Radio / TV",631,"Media / Advertising / Branding +NGO/Non-Profit +",1
"Media / Radio / TV",631,"Media / Advertising / Branding +Research / Data Analysis +",4
"Media / Radio / TV",631,"Media / Advertising / Branding +Sales / Marketing +",7
"Media / Radio / TV",631,"Media / Advertising / Branding +Travels &amp; Tours +",1
"Media / Radio / TV",631,"NGO/Non-Profit +Project Management +",1
"Media / Radio / TV",631,"Procurement / Store-keeping / Supply Chain +",6
"Media / Radio / TV",631,"Project Management +",9
"Media / Radio / TV",631,"Research / Data Analysis +",1
"Media / Radio / TV",631,"Safety and Environment / HSE +",1
"Media / Radio / TV",631,"Sales / Marketing +",96
"Media / Radio / TV",631,"Transportation and Driving +",4
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +",619
"NGO / Non-Profit Associations",8245,"Administration / Secretarial + Graduate Jobs / Internships +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial + NGO/Non-Profit +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Agriculture/Agro-Allied +",6
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Agriculture/Agro-Allied +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Building and Construction +Engineering / Technical +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Consultancy +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Consultancy +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Consultancy +Project Management +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Customer Care +",12
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Customer Care +Human Resources / HR +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Customer Care +Media / Advertising / Branding +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Education / Teaching +",7
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Finance / Accounting / Audit +",94
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Finance / Accounting / Audit +Graduate Jobs / Internships +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Finance / Accounting / Audit +Human Resources / HR +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Finance / Accounting / Audit +NGO/Non-Profit +",9
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +General +",4
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +General +Human Resources / HR +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +General +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Graduate Jobs / Internships +",18
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Graduate Jobs / Internships +Human Resources / HR +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Graduate Jobs / Internships +Law / Legal +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Hospitality / Hotel / Restaurant +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Human Resources / HR +",34
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Human Resources / HR +ICT / Computer +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Human Resources / HR +NGO/Non-Profit +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +ICT / Computer +",17
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +ICT / Computer +NGO/Non-Profit +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Janitorial Services +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Law / Legal +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Law / Legal +NGO/Non-Profit +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Law / Legal +Project Management +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Logistics +",7
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Media / Advertising / Branding +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Media / Advertising / Branding +NGO/Non-Profit +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Media / Advertising / Branding +Sales / Marketing +",1
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Medical / Health +",8
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +Medical / Health +NGO/Non-Profit +",6
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +NGO/Non-Profit +",170
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +NGO/Non-Profit +Procurement / Store-keeping / Supply Chain +",2
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +NGO/Non-Profit +Project Management +",11
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +NGO/Non-Profit +Research / Data Analysis +",3
"NGO / Non-Profit Associations",8245,"Administration / Secretarial +NGO/Non-Profit +Sales / Marketing +",3
